Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14
10;Museo Molino de Teodoro;Paraje del Estrecho. A 1 km de Cieza;30530;Cieza;CIEZA;968 453 500;;oficina.turismo@cieza.es;;;4233373;637236;<p>El Museo Molino de Teodoro est&aacute, ubicado en un <strong>viejo molino que data del a&ntilde,o 1507</strong> y que toma el nombre como se conoce actualmente de su &uacute,ltimo due&ntilde,o que se hizo cargo del mismo en los primeros a&ntilde,os del siglo XX.<br />Se divide en dos plantas y un semis&oacute,tano:<br />En la planta baja se realizan los procesos de <strong>limpieza del trigo y la molienda</strong> donde se obtiene s&eacute,mola y salvado.<br />En la primera planta se encuentra el <strong>cernedor y el sasado</strong> y en el semis&oacute,tano se encuentra el acueducto o <strong>c&aacute,rcabo</strong> de planta rect&aacute,ngular, dividido en dos nichos por un muro corrido.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00006020011_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00006020012_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00006020013_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00006020014_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00006020015_g.jpg;;;;;;;;;
35;Museo Municipal Jeromino Molina seccion de Etnografia y Ciencias de la Naturaleza;Pza. de la Constitución, 3;30520;Jumilla;JUMILLA;968 780 740;;;www.jumilla.org;;4260042;645659;<p>El museo situado en la plaza de la Constituci&oacute,n, se divide en tres plantas.</p><p>La primera planta est&aacute, dedicada a la Geolog&iacute,a y Paleontolog&iacute,a, d&oacute,nde se puede contemplar una extraordinaria colecci&oacute,n de f&oacute,siles del t&eacute,rmino municipal y m&aacute,s de quinientos minerales, de distintos puntos de la geograf&iacute,a espa&ntilde,ola.</p><p>La estrella de la sala, el mejor registro f&oacute,sil de icnitas-huellas f&oacute,siles- del Terciario de todo el mundo procedentes del yacimiento de la Hoya de la Sima o la Sierra de las Cabras: rinocerontes, mastodontes, cabras, grullas y hasta camellos (huella m&aacute,s antigua de Europa), dejaron su pisada impresa hace 6 millones de a&ntilde,os.</p><p>La planta se completa con una amplia colecci&oacute,n de minerales y f&oacute,siles.</p><p>En la segunda planta, se exhiben una gran cantidad de materiales y herramientas relacionadas con oficios desaparecidos. Incluida la mejor colecci&oacute,n de esparto de la Regi&oacute,n.</p><p>Destaca una excelente botica, con tarros y botamen de los siglos XVI al XX, y mobiliario de cajoner&iacute,a del XVIII al XIX.</p><p>La &uacute,ltima planta alberga una colecci&oacute,n de entomolog&iacute,a, formada por 7.000 ejemplares, de los que se exhiben 1.500 lepidopteros y coleopteros de todo el mundo.&nbsp,</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/212001i2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/212001i3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-35-4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-35-5_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-35-6_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-35-7_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-35-8_g.JPG;;;;;;;
128;Museo Municipal Palacio Barón de Benifayó;Avda. de Orihuela, s/n;30740;San Pedro del Pinatar;SAN PEDRO DEL PINATAR;968 187 596;;;www.sanpedrodelpinatar.es;;-0.792892;37.837861;<p><strong>Arqueolog&iacute,a:</strong> Se ofrece una muestra de los principales hallazgos arqueol&oacute,gicos del municipio, tanto terrestres (La Raya), como submarinos, (Punta de Algas, San Ferreol, La Barra y El Moj&oacute,n), as&iacute, como una selecci&oacute,n de f&oacute,siles y material de culturas prehist&oacute,ricas del sureste. Junto al material descrito, existen una serie de paneles explicativos y maquetas, did&aacute,cticos y amenos, que informan al visitante de los datos m&aacute,s significativos de las piezas expuestas.</p><p><strong>Etnograf&iacute,a: </strong>Este apartado est&aacute, dedicado por un lado a la burgues&iacute,a que se asent&oacute, en San Pedro del Pinatar a finales del siglo XIX, construyendo sus residencias de verano y participando en la vida social del momento, y por otro lado a las gentes de a pi&eacute,, que con su trabajo y esfuerzo consiguieron levantar el municipio y llevarlo a los niveles actuales. Est&aacute,n representados algunos de los principales oficios que fueron el motor de la econom&iacute,a del momento: la pesca, la agricultura, las salazones y la salinera.</p><p><strong>Colecci&oacute,n de juguetes antiguos: </strong>Se pueden contemplar m&aacute,s de 300 juguetes antiguos, cedidos o donados por colaboradores. Se hace un recorrido por la historia del juguete, desde los m&aacute,s antiguos tirachinas, canicas y trompas, hasta los primeros video juegos de ordenador.</p><p><strong>Colecci&oacute,n de material cinematogr&aacute,fico antiguo: </strong>Proyectores antiguos, c&aacute,maras de fotos y material propio de las cabinas de proyecci&oacute,n.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320111_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-128-2_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-128-3_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-128-4_g.JPG;;;;;;;;;;
31;Museo Nacional de Arqueología Subacuática;paseo Alfonso XII, 22;30202;Cartagena;CARTAGENA;968 121 166;968 529 692;informacion.arqua@mcu.es;http://museoarqua.mcu.es;;4163306;678375;Situado en el Paseo de Alfonso XII recoge diversos materiales obtenidos en prospecciones y excavaciones de las costas españolas.<br> Podemos encontrar en un recorrido por sus diversas instalaciones, <b>materiales de transporte y comercio</b>, como la colección de ánforas con todas sus tipologías (ejemplares fenicio-púnicos, de tradición helenística, itálicos, hispánicos y norteafricanos) o lingotes de plomo con inscripciones, tanto del pecio púnico del Bajo de la Campaña, como los romano-republicanos de Punta de Algas, El Capitán y San Ferreol. <br>También hay elementos del intercambio comercial del siglo V a.C. del pecio del Bajo de la Campaña. Hay diversas <b>reproducciones de maquetas</b> que nos muestran como era la vida en el mar. Destaca una reproducción a escala natural de unas naves mercantes romanas.<br><br><a href=¿http://www.no-typical.tv/webtv/notypical.inicio?video=33¿ target=¿_blank¿ class=¿enlaces¿>Vídeo Museo del Arqua</a>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museoarqueologia_g.jpg;;;;;;;;;;;;;
32;Museo Naval de Cartagena;C/ Alfonso XII, frente Dársena Botes. Bajos antiguo CIM;30205;Cartagena;CARTAGENA;968 127 138;968 127 138;museonavalct@hotmail.com;;;4164162;677303;Situado en la Planta baja del Edificio del siglo XVIII que albergó a presidiarios y esclavos siendo posteriormente Prisión Naval, Cuartel de Instrucción de Marinería y remodelado en el siglo actual para acoger a Universidad Politécnica de Cartagena, reservando parte de sus bajos para el actual Museo Naval. <br><br>La colección muestra diversas temáticas:<br><br>- Arsenales y construcción naval.<br>- Vida y obra de Isaac Peral.<br>- Infantería de Marina.<br>- Navegación.<br>- El buceo en la Armada.<br>- El siglo XIX.<br>- Submarinos.<br>- Historia del arma submarina española.<br>- Artillería naval.<br>- Sanidad naval.<br>- Banderas y uniformes.<br>- Armas submarinas y anclas.<br>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museonaval_g.jpg;;;;;;;;;;;;;
3;Museo Paleontológico;I.E.S.  Severo Ochoa - Camino Tiñosa, 50;30158;Murcia;LOS GARRES ;968 822 980;;paleontologia@educarm.es;http://www.educarm.es/paleontologia/;;4203810;667603;El Museo de Fósiles y Minerales perteneciente a la Asociación Cultural Paleontológica Murciana es un magnífico escaparate para la historia geológica de nuestra región, albergando en su colección algunas de las joyas de la fauna marina y continental.Destacan dos <b>caparazones de tortuga</b> gigantes procedentes del yacimiento del Puerto de la Cadena, del periodo Mioceno y con una cronología aproximada de 7 millones de años.<br>El museo posee una colección cercana a los 800 objetos.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/vistageneral1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/vistageneral2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/testudo_g.jpg;;;;;;;;;;;
4805;Museo Pasos e Imágenes;C/ Fuente Blanca, 18;30840;Alhama de Murcia;ALHAMA DE MURCIA;609 756921 - 620 247 014;;;;;-1.4306583;37.8493361;<p>En &eacute,l se pueden contemplar 28 im&aacute,genes, entre ellas las que forman los pasos que representan las 7 &uacute,ltimas palabras de Jes&uacute,s en la Cruz. Tambi&eacute,n se expone el negativo fotogr&aacute,fico, tama&ntilde,o natural, de la S&aacute,bana Santa de Tur&iacute,n y las r&eacute,plicas del Santo Sudario de Oviedo y del Santo C&aacute,liz.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_4805_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_4805_2_g.jpg;;;;;;;;;;;;
44;Museo Ramón Gaya;Pza. Santa Catalina, s/n;30004;Murcia;MURCIA;968 22 10 99;;museo.ramon.gaya@ayto-murcia.es;www.museoramongaya.es;;-1.132694;37.985172;Murcia fue la ciudad natal de uno de los ganadores de los premios nacionales de pintura: Ramón Gaya. Desde entonces se le dedica un museo en el que se muestran bocetos, carteles, piezas literarias y colección antológica, tanto de su obra, como de otros pintores de su generación (Pedro Flores, Luis Garay, Juan Bonafé Cristóbal Hall, Darsie Japp o Windham Tryon).<br>Cuenta con una amplia agenda cultural de presentaciones y otros actos, así como sala de exposiciones temporal.<br><br><strong>ÉPOCA:</strong> Siglo XIX<br><strong>ESTILO:</strong> Neoclásico<br>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-44-1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-44-3_g.jpg;;;;;;;;;;;;
61;Museo Regional de Arte Moderno MURAM;Pza. de la Merced, 15-16;30202;Cartagena;CARTAGENA;968 501 607;;museosregiondemurcia@carm.es;www.museosregiondemurcia.es/;;4163888;678358;<p>El Museo Regional de Arte Moderno tiene la finalidad de mostrar y difundir, tanto en la Regi&oacute,n de Murcia como fuera de ella, las manifestaciones art&iacute,sticas producidas desde, finales del siglo XIX hasta los inicios de la segunda mitad del siglo XX. Por los magn&iacute,ficos espacios expositivos del museo son expuestas las obras de los artistas modernos m&aacute,s importantes, tanto regionales, como nacionales e internacionales como Rodin, Dal&iacute,, Tapies, Chillida y un largo ec&eacute,tera. Se ubica en un conjunto arquitect&oacute,nico que a&uacute,na modernidad y tradici&oacute,n y que est&aacute, conformado por uno de los edificios m&aacute,s emblem&aacute,ticos de Cartagena, el Palacio Aguirre, y un inmueble anexo, de reciente construcci&oacute,n.<br /><br />El Palacio Aguirre, levantado en 1901, es una de las mejores muestras de la arquitectura civil de estilo ecl&eacute,ctico-modernista de la Regi&oacute,n de Murcia.<br /><br /><a href='http://www.murciaturistica.es/PORTAL-2002/documentos/IYADOC6452010.pdf' target='_blank'>Folleto Museo Regional de Arte Moderno </a>(4 Mb)<br />&nbsp,</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220091_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220092_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220093_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220094_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220095_g.jpg;;;;;;;;;
23;Museo Regional del Bolillo;C/ De la Marina, 14;30593;Cartagena;LA PALMA ;968. 554. 045;;cid@teleline.es;;;4166081;677680;Ha sido creado gracias a la <b>Asociación de Mujeres Encajeras de Bolillo Santa Florentina</b>, cuyo objetivo es dar a conocer esta artesanía. La colección del museo está compuesta por tapetes, puntillas, toallas, cojines y aplicaciones de encaje realizadas con <b>bolillo al modo tradicional</b>. <P>Se completa con una biblioteca que recoge bibliografía sobre el tema.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/bolillofachada_g.jpg;;;;;;;;;;;;;
45;Museo Salzillo;Pza. San Agustín, 3;30005;Murcia;MURCIA;968 29 18 93;;museosalzillo@museosalzillo.es;http://www.museosalzillo.es;;-1.138357;37.986871;<p>El Museo Salzillo es uno de los m&aacute,s importantes de Murcia por el patrimonio de gran valor que atesora. Se inaugur&oacute, en 1960, y expone los pasos de la Cofrad&iacute,a de Nuestro Padre Jes&uacute,s que salen en procesi&oacute,n los Viernes Santo por la ma&ntilde,ana, as&iacute, como un Bel&eacute,n de 556 figuras tambi&eacute,n obra del escultor Francisco Salzillo.<br />Alberga una de las cofrad&iacute,as m&aacute,s importantes de la Regi&oacute,n, la de Nuestro Padre Jes&uacute,s Nazareno.<br />Entrada al Museo por Doctor Quesada.<br /><br /><strong>&Eacute,POCA:</strong> Siglo XVIII<br /><strong>ESTILO:</strong> Barroco</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-45-1_g.jpg;;;;;;;;;;;;;
49;Museo Taurino;C/ Francisco Rabal, 3;30009;Murcia;MURCIA;968 285 976;968 284 154;;http://turismo.yecla.es/portfolio/museos/museo-taurino/;;4206398;663714;Situado en el Jardín del Salitre, muestra en la planta baja carteles de corridas de toros de principios del siglo XX, una colección de <b>trajes de luces</b> cedidos por diversos matadores, picadores y subalternos, así como <b>cuadros de Muñoz Barberán, Julián Alcaraz, Belzunce o la colección de Eduardo Bonet</b>.<br>En la primera planta se exhiben sobre una arcada de ladrillos cabezas de toros de diversas épocas y panderetas con motivos taurinos. Como pieza curiosa está la camisa con la que fue cogido mortalmente el banderillero Montolíu. La colección cuenta con más de 3.500 objetos relacionados con el mundo taurino.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/taurino-traje_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/taurino-pande_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/taurino-gaya_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/taurino-belz_g.jpg;;;;;;;;;;
97;Museo Taurino de Yecla;C/ Tejeras, Plaza de toros.;30510;Yecla;YECLA;968 752 254;;;www.ayuntamientoyecla.com/museos.htm;;4276164;663053;<p>Situado junto a la sede de la Pe&ntilde,a Taurina Yeclana, en la misma Plaza de Toros. Se pueden contemplar escenas pict&oacute,ricas de artistas como Juan Ortu&ntilde,o, Alfonso Mu&ntilde,oz, Pepe Marco, Jim&eacute,nez, Cesar Palacios y Pedro Chinchilla, adem&aacute,s de cabezas de toro, carteles taurinos y un gran n&uacute,mero de objetos del mundo de la tauromaquia. Tambi&eacute,n dispone de hemeroteca, un importante fondo bibliogr&aacute,fico y una videoteca.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/taurinoyecla_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/taurinoyecla2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/taurinoyecla3_g.jpg;;;;;;;;;;;
87;NICOLÁS SALZILLO IL MAESTRO MUSEO DE BORDADOS PASO MORADO;C/ Nogalte;30800;Lorca;LORCA;679 162 176;;;www.pasomorado.com;;-1.701117;37.671385;<p>El museo est&aacute, situado cerca de la Iglesia Parroquial del Carmen. En &eacute,l se exponen enseres, im&aacute,genes, bordados y otras muestras del patrimonio procesional del Paso Morado.<br /><br />Destaca entre sus obras el grupo procesional de la Santa Cena realizado por Nicol&aacute,s Salzillo en el a&ntilde,o 1700.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002620031_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002620032_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002620033_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002620034_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002620035_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/262003i6_g.jpg;;;;;;;;
96;Parque Arqueológico Los Cipreses;Junto al Polideportivo de la Torrecilla;30800;Lorca;TORRECILLA;968 406 267;;;;;-1.731736;37.646786;<p>El yacimiento arqueol&oacute,gico de Los Cipreses se adscribe a la Cultura de El Algar (Edad del Bronce), que se desarroll&oacute, en el sudeste de la Pen&iacute,nsula Ib&eacute,rica, entre los a&ntilde,os 2200 y 1500 antes de Cristo. El poblado de Los Cipreses se ubica en una suave ladera con casas aisladas sin ning&uacute,n tipo de construcci&oacute,n defensiva. Las casas en forma de herradura serv&iacute,a como vivienda y lugar de trabajo, hall&aacute,ndose en su interior el hogar, el telar, los molinos, las tinajas para el almacenamiento y toda una serie de objetos que permiten reconstruir a los arque&oacute,logos la forma de vida de estas gentes.<br />El lugar y la forma de los enterramientos caracterizan a la Cultura Arg&aacute,rica. Por lo general, cistas y urnas protegen la inhumaci&oacute,n individual. El cad&aacute,ver se introduce flexionado, vestido y con objetos de metal, cer&aacute,mica y adornos personales.<br /><strong>Parque Arqueol&oacute,gico &quot,Los Cipreses&quot,</strong><br />El Parque Arqueol&oacute,gico &quot,Los Cipreses&quot, convierte a este yacimiento en el primer poblado del Argar en Ilanura musealizado de la Pen&iacute,nsula Ib&eacute,rica y en uno de los m&aacute,s destacados dentro de la Prehistoria del sudeste espa&ntilde,ol. En este Parque, adem&aacute,s, se recrea el entorno vegetal que pudo haber existido en Lorca hace 4000 a&ntilde,os.<br />Este proyecto se ha llevado a cabo desde la Concejal&iacute,a de Empleo mediante el taller del empleo &quot,Los Cipreses&quot, bajo la direcci&oacute,n del Museo Arqueol&oacute,gico Municipal de Lorca.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/00000120041_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/00000120042_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/00000120043_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/12004i4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/12004i5_g.jpg;;;;;;;;;
2;Pequeño Museo del Esparto;C/ de Pablo Iglesias, 53;30530;Cieza;CIEZA;968 767 415;;museoesparto@terra.es;;;4233915;638214;El esparto es una de las <b>señas de identidad</b> de Cieza mas distintivas y perennes, presente en crónicas desde tiempos prehistóricos por sus múltiples usos agrícolas y hogareños. El museo es el resultado de la iniciativa popular, coordinada por el Club Atalaya-Ateneo de la Villa de Cieza, con la contribución de vecinos que han cedido desinteresadamente enseres e instrumentos, y la colaboración del Ayuntamiento de la ciudad. <p><b>Guía básica del museo</b><p>Este pequeño museo nos ofrece un recorrido elemental por los principales procesos de la primitiva artesanía de industria manual del esparto en Cieza (arranque en el monte, secado de las tendidas, cocido de las balsas, picado en los mazos, rastrillado, hilado en las ruedas, elaboración de los cordeles, trenzados y estropajos), con una muestra de los diferentes utensilios y herramientas utilizadas en los diversos trabajos, así como de los diversos productos manufacturados de esparto y su correspondiente documentación impresa y fotográfica<p>Cuenta con una pequeña  <b>biblioteca</b>  y <b> tienda</b>.<p>Visitas concertadas con demostraciones de artesanía y de confección de hilados y de estropajos.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/objetos_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/rueda_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00005420019i_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000054200110i_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000054200111_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000054200112_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000054200113_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000054200114_g.jpg;;;;;;
131;Refugio Museo de la Guerra Civil;C/ Gisbert, s/n;30202;Cartagena;CARTAGENA;968 500 093;968 52 92 98;informacion@puertoculturas.com;http://www.cartagenapuertodeculturas.com;;4163594;678330;La calle Gisbert se abrió en 1878, con el fin de comunicar el mar con el valle transversal, para lo que fue necesario hacer un enorme tajo en el Cerro de la Concepción. Medio siglo después, durante la Guerra Civil, Cartagena se convertía en una de las ciudades más castigadas por los bombardeos. Su condición de ser la sede operativa de la Flota republicana, de ser el lugar de desembarco de material de guerra y avituallamiento para la defensa de Madrid y de haberse convertido en el segundo centro de la industria de guerra republicana, la transformó en uno de los objetivos preferentes de la aviación ítalo-germana al servicio de Franco.<p>Con el fin de resguardarse de los bombardeos, iniciados en octubre de 1936, la población se organizó y construyó una serie de refugios antiaéreos. El de la calle Gisbert, excavado en la ladera del cerro, fue uno de los refugios más grandes de la ciudad: podía albergar a unas 5.500 personas.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000620061_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000620062_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000620063_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000620064_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000620065_g.jpg;;;;;;;;;
68;Sala de Exposiciones Casa de la Cultura;C/  Begastri, 7;30340;Cehegín;;968 740 837;;;;;4216873;605695;;;;;;;;;;;;;;;
89;Sala Museo de Grafología;Casa de los Duendes.;30890;Puerto Lumbreras;PUERTO LUMBRERAS;968 402 853;;oficinadeturismo@puertolumbreras.es;www.medinanogalte.es;;4158015;605327;<p>El museo se form&oacute, a partir de la donaci&oacute,n realizada por Alfonso Velasco Andreo, vecino del municipio.<br />Alfonso Velasco Andreo, conocido como &#39,Augusto Vels&#39,, nace en Puerto Lumbreras (Murcia) en 1917. En 1949 inici&oacute, un sistema de medici&oacute,n de los signos gr&aacute,ficos que llam&oacute, GRAFOAN&Aacute,LISIS. Es su gran aportaci&oacute,n a la psicolog&iacute,a de la escritura, demostrar que el grafismo es medible.<br />Se exponen documentos, cartas y revistas sobre grafolog&iacute,a, entre la que destaca la obra &#39,Escritura y Personalidad&#39,, donde se sistematizan y ordenan (en grafolog&iacute,a espa&ntilde,ola), el conjunto de signos y su interpretaci&oacute,n.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-89-1_g.jpg;;;;;;;;;;;;;
107;Sala Museo Jose Matrán;Casa de la Cultura. Pza. de Asunción Balaguer, s/n;30880;Águilas;AGUILAS;968 413305;;;;;-1.58923759;37.4029483;<p><strong>CERRADO TEMPORALMENTE</strong></p><p>Esta Sala-Museo recoge una amplia colecci&oacute,n de las obras de este afamado artista aguile&ntilde,o. Naci&oacute, en Lorca en 1888 y a los pocos d&iacute,as fue tra&iacute,do a &Aacute,guilas, donde vivi&oacute, hasta su muerte en 1968. Aqu&iacute, desarroll&oacute, su amplia carrera art&iacute,stica, durante la cual trabaj&oacute, diferentes t&eacute,cnicas, consagr&aacute,ndose en cada una de ellas.<br /><br />Creador del dibujo en negativo sobre celuloide, fot&oacute,grafo, pintor y dibujante, en esta sala podemos encontrar importantes muestras de su arte las cuales han sido donadas generosamente al Ayuntamiento por la Familia Matr&aacute,n.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220061_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220062_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000220063_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/22006i4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/22006i5_g.jpg;;;;;;;;;
106;Termas Romanas de Águilas;C/ Canalejas (esquina Quintana);30880;Águilas;AGUILAS;968 493 287;;turismo@aguilas.es;;;1.585509;37.4037571;<p>Fueron inauguradas el 30 de noviembre de 2001. En los bajos del inmueble situado en la C/ Rey Carlos III se encuentran restos in situ de unos ba&ntilde,os romanos datados en el siglo I d.C., en concreto parte de un caldarium (sala de ba&ntilde,os calientes).<br /><br />La planta completa de estas termas se debe a D. Manuel Robles Vives, abad de la Colegiata de Lorca, quien la excav&oacute, en 1787.<br /><br />En la peque&ntilde,a exposici&oacute,n que acompa&ntilde,a los restos arqueol&oacute,gicos conservados se puede observar la planta y la reconstrucci&oacute,n de este edificio termal.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120061_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120062_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120063_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120064_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/12006i5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/12006i6_g.jpg;;;;;;;;
